ServiceApprovalNumber,Provider Approval Number,ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,Email Address,Conditions on Approval,NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,Last Service Approval Transfer Date,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Other,Annual Monday Start Time,Annual Monday End Time,Annual Tuesday Start Time,Annual Tuesday End Time,Annual Wednesday Start Time,Annual Wednesday End Time,Annual Thursday Start Time,Annual Thursday End Time,Annual Friday Start Time,Annual Friday End Time,Annual Saturday Start Time,Annual Saturday End Time,Annual Sunday Start Time,Annual Sunday End Time,School Terms Only Session 1 Monday Start Time,School Terms Only Session 1 Monday End Time,School Terms Only Session 1 Tuesday Start Time,School Terms Only Session 1 Tuesday End Time,School Terms Only Session1 Wednesday Start Time,School Terms Only Session1 Wednesday End Time,School Terms Only Session1 Thursday Start Time,School Terms Only Session1 Thursday End Time,School Terms Only Session 1 Friday Start Time,School Terms Only Session 1 Friday End Time,School Terms Only Session 1 Saturday Start Time,School Terms Only Session 1 Saturday End Time,School Terms Only Session1 Sunday Start Time,School Terms Only Session 1 Sunday End Time,School Terms Only Session 2 Monday Start Time,School Terms Only Session 2 Monday End Time,School Terms Only Session 2 Tuesday Start Time,School Terms Only Session 2 Tuesday End Time,School Terms Only Session 2 Wednesday Start Time,School Terms Only Session 2 Wednesday End Time,School Terms Only Session 2 Thursday Start Time,School Terms Only Session2 Thursday End Time,School Terms Only Session 2 Friday Start Time,School Terms Only Session 2 Friday End Time,School Terms Only Session 2 Saturday Start Time,School Terms Only Session 2 Saturday End Time,School Terms Only Session 2 Sunday Start Time,School Terms Only Session 2 Sunday End Time,Holiday Care Monday Start Time,Holiday Care Monday End Time,Holiday Care Tuesday Start Time,Holiday Care Tuesday End Time,Holiday Care Wednesday Start Time,Holiday Care Wednesday End Time,Holiday Care Thursday Start Time,Holiday Care Thursday End Time,Holiday Care Friday Start Time,Holiday Care Friday End Time,Holiday Care Saturday Start Time,Holiday Care Saturday End Time,Holiday Care Sunday Start Time,Holiday Care Sunday End Time,Temporarily Closed
SE-00006120,PR-00002530,Overport Primary School OSHC - Extend,Extend (Australia) Pty Ltd,Centre-Based Care,Towerhill Road,FRANKSTON,VIC,3199,1300366437,394277311,enquiries@extend.com.au,,45,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,May-16,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-12,,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:00,18:00,8:00,18:00,8:00,18:00,8:00,18:00,8:00,18:00,,,,,No
SE-00006121,PR-40004402,Lower Plenty OSHCLUB,OSHCLUB PTY LTD,Centre-Based Care,Cnr Prosperity and Main Road,LOWER PLENTY,VIC,3093,447580827,,jagvicsa@junioradventuresgroup.com.au,,33,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-17,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Aug-13,4/06/2018,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,,,,,15:30,18:15,15:30,18:15,15:30,18:15,15:30,18:15,15:30,18:15,,,,,,,,,,,,,,,,,,,No
SE-00006122,PR-00000898,First Grammar Mentone,G8 Education Limited,Centre-Based Care,132 Collins Street,MENTONE,VIC,3194,395851010,,mentone@firstgrammar.com.au,"•	Where the service is unable to comply with Regulation 136, the approved provider must ensure that all staff present at the education and care service follow the procedures identified in the application for temporary waiver. 
•	The approved provider must ensure that practical training is undertaken as soon as practicable for the relevant qualifications for all staff. 
•	The approved provider must ensure they notify the Regulatory Authority within 14 days if the waiver is no longer required. 
",40,1/01/2012,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Jan-20,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,May-16,22/09/2014,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006123,PR-40004334,Big Childcare - Hume Anglican OSHC,Big Childcare Pty Ltd ATF Big Childcare Unit Trust,Centre-Based Care,100 Mount Ridley Road,CRAIGIEBURN,VIC,3064,386829400,383396999,humeanglican@bigchildcare.com,,90,1/01/2012,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jan-16,,,,,,,,,,6/08/2018,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,6:30,8:30,6:30,8:30,6:30,8:30,6:30,8:30,6:30,8:30,,,,,15:20,18:30,15:20,18:30,15:20,18:30,15:20,18:30,15:20,18:30,,,,,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,No
SE-00006124,PR-00002232,Beaufort Early Childhood Centre,Eureka Community Kindergarten Association Inc,Centre-Based Care,13 Park Street,BEAUFORT,VIC,3373,03 5349 2185,,elizabeth.watkin.kin@kindergarten.vic.gov.au,,57,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Sep-15,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Sep-12,,Yes,No,No,No,No,No,No,8:00,18:00,8:00,18:00,8:00,18:00,8:00,18:00,8:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006126,PR-00002306,Coolaroo South Kindergarten at Coolaroo South Primary School,Coolaroo South Primary School Council,Centre-Based Care,52-72 Bushfield Crescent,COOLAROO,VIC,3048,393091664,393022191,kinder@coolaroosouthps.vic.edu.au,,56,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Sep-15,,,,,,,,,,28/12/2012,No,Yes,No,No,No,No,No,8:30,13:30,8:30,13:30,8:30,13:30,8:30,13:30,,,,,,,8:30,13:30,8:30,13:30,8:30,13:30,8:30,13:30,,,,,,,8:30,13:30,8:30,13:30,8:30,13:30,8:30,13:30,8:30,13:30,,,,,,,,,,,,,,,,,,,No
SE-00006127,PR-00003079,Broadmeadows Preschool,Northern Schools Early Years Cluster Inc.,Centre-Based Care,62-70 Blair Street,BROADMEADOWS,VIC,3047,03 9302 6071,,broadmeadows.kin@kindergarten.vic.gov.au,,54,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Aug-18,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-14,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006131,PR-00002539,Camp Australia - Ivanhoe Grammar Plenty Valley Campus OSHC,Camp Australia Pty Limited,Centre-Based Care,Bridge Inn Road,MERNDA,VIC,3754,401329856,N/A,opsadmin@campaustralia.com.au,,17,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-16,,,,,,,,,,,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-00006135,PR-00002539,Camp Australia - Manorvale Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,232 - 246 Greaves Street North,WERRIBEE,VIC,3030,405428328,,opsadmin@campaustralia.com.au,,71,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Mar-14,,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,15:05,18:30,15:05,18:30,15:05,18:30,15:05,18:30,15:05,18:30,,,,,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,,,,,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,,,,,No
SE-00006137,PR-40002206,Nido Early School Alfredton,Baker Street Childcare Education Pty Ltd,Centre-Based Care,83 Elaine Avenue,ALFREDTON,VIC,3350,353342427,353342427,deewr@thinkchildcare.com.au,,60,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Dec-19,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Dec-15,23/10/2014,Yes,No,No,Yes,Yes,Yes,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006139,PR-00003062,being 3,Learning Matters Pty Ltd atf Being 3,Centre-Based Care,1 England Road,GLEN WAVERLEY,VIC,3150,385213550,,glenwaverley@being3.com.au,The requirements of regulation 126 must be met in the absence of Madhu Shangari. The service must apply to revoke this service waiver to remove these conditions within 14 days of the cessation of Madhu Shangari’s employment with the service.,24,1/01/2012,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar-17,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-13,,Yes,No,No,No,No,No,No,8:00,18:00,8:00,18:00,8:00,18:00,8:00,18:00,8:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006141,PR-00000823,Guardian Childcare & Education Doncaster East,Guardian Community Early Learning Centres Pty Ltd,Centre-Based Care,100 Deep Creek Drive,DONCASTER EAST,VIC,3109,398461168,398461145,DoncasterEast@guardian.edu.au,"As this service is listed on the Department of Education & Training Bushfire At-Risk Register, the approved provider must ensure that:
a.         the service does not operate on any day the Victorian Emergency Management Commissioner declares day of a ‘Code Red’ Fire Danger Rating that applies to the location in which that service is located; and
b.         the service’s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan (EMP) for managing the service’s bush-fire related risks.
c.         the Emergency Management Plan (EMP) is kept up to date, reflects the service’s operating context and includes:
                       i.             a list of the service’s emergency contact details;
                      ii.             procedures for monitoring and managing bushfire risks and events;
                     iii.             procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service;
                     iv.             procedures for notifying families of children enrolled at the service of any closure;
                      v.             procedures for reviewing and updating the Emergency Management Plan (EMP).
d.         the Emergency Management Plan (EMP) is reviewed and updated as necessary at least once each calendar year.
e.         by 1 September of each year, a copy of the service’s Emergency Management Plan (EMP) is submitted to the Regulatory Authority through the National Quality Agenda Information Technology System (NQA ITS) public portal.",115,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-19,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Sep-14,,Yes,No,No,No,No,No,No,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006142,PR-40002206,Woodend Early Learning & Kinder,Baker Street Childcare Education Pty Ltd,Centre-Based Care,72 East Street,WOODEND,VIC,3442,354274309,,deewr@thinkchildcare.com.au,"As this service is listed on the Department of Education & Training Bushfire At-Risk Register, the approved provider must ensure that:
a.         the service does not operate on any day the Victorian Emergency Management Commissioner declares day of a ‘Code Red’ Fire Danger Rating that applies to the location in which that service is located; and
b.         the service’s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan (EMP) for managing the service’s bush-fire related risks.
c.         the Emergency Management Plan (EMP) is kept up to date, reflects the service’s operating context and includes:
                       i.             a list of the service’s emergency contact details;
                      ii.             procedures for monitoring and managing bushfire risks and events;
                     iii.             procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service;
                     iv.             procedures for notifying families of children enrolled at the service of any closure;
                      v.             procedures for reviewing and updating the Emergency Management Plan (EMP).
d.         the Emergency Management Plan (EMP) is reviewed and updated as necessary at least once each calendar year.
e.         by 1 September of each year, a copy of the service’s Emergency Management Plan (EMP) is submitted to the Regulatory Authority through the National Quality Agenda Information Technology System (NQA ITS) public portal.",82,1/01/2012,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar-16,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Jan-14,28/10/2014,Yes,No,No,Yes,Yes,Yes,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006143,PR-00000898,Penguin Childcare Ravenhall,G8 Education Limited,Centre-Based Care,1/265 Robinsons Road,RAVENHALL,VIC,3023,383585485,,ravenhall@penguinchildcare.com.au,"Where the service is unable to comply with Regulation 136, the approved provider must ensure that all staff present at the education and care service follow the procedures identified in the application for temporary waiver.  The approved provider must ensure that practical training is undertaken as soon as practicable for the relevant qualifications for all staff.  The approved provider must ensure they notify the Regulatory Authority within 14 days if the waiver is no longer required. ",97,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Sep-15,12/11/2012,Yes,No,No,No,No,No,No,6:00,18:00,6:00,18:00,6:00,18:00,6:00,18:00,6:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006144,PR-00000898,The Learning Sanctuary Park Orchards,G8 Education Limited,Centre-Based Care,239 Warrandyte Road,PARK ORCHARDS,VIC,3114,398761885,,parkorchards@thelearningsanctuary.com.au,"As this service is listed on the Department of Education & Training Bushfire At-Risk Register, the approved provider must ensure that:
a.         the service does not operate on any day the Victorian Emergency Management Commissioner declares day of a ‘Code Red’ Fire Danger Rating that applies to the location in which that service is located; and
b.         the service’s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan (EMP) for managing the service’s bush-fire related risks.
c.         the Emergency Management Plan (EMP) is kept up to date, reflects the service’s operating context and includes:
                       i.             a list of the service’s emergency contact details;
                      ii.             procedures for monitoring and managing bushfire risks and events;
                     iii.             procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service;
                     iv.             procedures for notifying families of children enrolled at the service of any closure;
                      v.             procedures for reviewing and updating the Emergency Management Plan (EMP).
d.         the Emergency Management Plan (EMP) is reviewed and updated as necessary at least once each calendar year.
e.         by 1 September of each year, a copy of the service’s Emergency Management Plan (EMP) is submitted to the Regulatory Authority through the National Quality Agenda Information Technology System (NQA ITS) public portal.",85,1/01/2012,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Dec-19,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Dec-16,29/09/2014,Yes,No,No,No,No,Yes,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006145,PR-00002539,Camp Australia - Sacred Heart Catholic Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,116 Cotham Road,KEW,VIC,3101,403589601,,opsadmin@campaustralia.com.au,,45,1/01/2012,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,May-17,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-13,,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,,,,,7:15,8:30,7:15,8:30,7:15,8:30,7:15,8:30,7:15,8:30,,,,,,,,,,,,,,,,,,,No
SE-00006146,PR-00003085,Midvalley Early Education,Gomez Investment Company Pty Ltd as Trustee for Gomez Family Trust,Centre-Based Care,31-33 Bridle Road,MORWELL,VIC,3840,03 5135 6522,,admin@midvalleykinder.com.au,,75,1/01/2012,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Apr-17,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Aug-13,,Yes,No,No,No,No,No,No,6:30,18:00,6:30,18:00,6:30,18:00,6:30,18:00,6:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006147,PR-40004402,St Martin of Tours OSHClub,OSHCLUB PTY LTD,Centre-Based Care,2-12 Silk Street,ROSANNA,VIC,3084,421751216,,jagvicsa@junioradventuresgroup.com.au,,75,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-16,,,,,,,,,,1/07/2015,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,7:00,9:00,7:00,9:00,7:00,9:00,7:00,9:00,7:00,9:00,,,,,15:30,18:15,15:30,18:15,15:30,18:15,15:30,18:15,15:30,18:15,,,,,,,,,,,,,,,,,,,No
SE-00006148,PR-00002149,Waverley Foothills Preschool,Child & Family Care Network,Centre-Based Care,Gladeswood Drive,MULGRAVE,VIC,3170,397959426,397959426,waverley.foothills.kin@kindergarten.vic.gov.au,,50,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Aug-15,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:30,13:30,8:30,16:00,8:30,13:30,8:30,16:00,8:30,13:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006149,PR-40002234,TeamKids - Antonio Park Primary,Team Holiday Pty Ltd,Centre-Based Care,631-639 Whitehorse Road,MITCHAM,VIC,3132,1300035000,,info@teamkids.com.au,"As this service is listed on the Department of Education & Training Bushfire At-Risk Register, the approved provider must ensure that:
a.         the service does not operate on any day the Victorian Emergency Management Commissioner declares day of a ‘Code Red’ Fire Danger Rating that applies to the location in which that service is located; and
b.         the service’s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan (EMP) for managing the service’s bush-fire related risks.
c.         the Emergency Management Plan (EMP) is kept up to date, reflects the service’s operating context and includes:
                       i.             a list of the service’s emergency contact details;
                      ii.             procedures for monitoring and managing bushfire risks and events;
                     iii.             procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service;
                     iv.             procedures for notifying families of children enrolled at the service of any closure;
                      v.             procedures for reviewing and updating the Emergency Management Plan (EMP).
d.         the Emergency Management Plan (EMP) is reviewed and updated as necessary at least once each calendar year.
e.         by 1 September of each year, a copy of the service’s Emergency Management Plan (EMP)
                       i.             to the Regulatory Authority through the National Quality Agenda Information Technology System (NQA ITS) public portal; and
                      ii.             where a service operates from a school premises, to the principal of the school.",113,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-14,21/09/2020,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,15:15,18:30,15:15,18:30,15:15,18:30,15:15,18:30,15:15,18:30,,,,,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,,,,,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,,,,,No
SE-00006150,PR-00000898,Little Blossoms Child Care Centre,G8 Education Limited,Centre-Based Care,80 - 88 Ballan Road,WERRIBEE,VIC,3030,03 9731 7999,,littleblossoms@earlylearningservices.com.au,,131,1/01/2012,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Feb-16,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006151,PR-00004547,KU Craigieburn Children's Centre,KU Children's Services,Centre-Based Care,24-36 Cleveland Drive,CRAIGIEBURN,VIC,3064,392052701,,ku.craigieburn@ku.com.au,,83,1/01/2012,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Sep-15,,,,,,,,,,,Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
